what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821942001
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821942046
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341821942075
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821949437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821949490
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341821949505
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821970484
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341821979016
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821979095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821979150
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341821979162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821984555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341821989150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341821991270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341821993525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341821994438
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341821995851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341821996825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341822002880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822004902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822013934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822030211
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822034720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822034799
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822034815
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1341822040136
started,bundle,org.eclipse.ant.core,3.2.302.v20120110-1739,"org.eclipse.ant.core",1341822040330
started,bundle,org.eclipse.pde.build,3.7.0.v20111116-2009,"org.eclipse.pde.build",1341822041129
opened,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1341822041657
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1341822041770
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822041794
started,bundle,org.jboss.tools.common.text.xml,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.text.xml",1341822042727
started,bundle,org.jboss.tools.jst.web.tiles,3.3.0.v20120604-2032-H84-CR1,"org.jboss.tools.jst.web.tiles",1341822042798
started,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate.xml",1341822042799
started,bundle,org.jboss.tools.seam.xml,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.xml",1341822042801
started,bundle,org.jboss.tools.seam.pages.xml,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.pages.xml",1341822042802
started,bundle,org.jboss.tools.cdi.xml,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.xml",1341822042805
opened,editor,org.jboss.tools.common.model.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1341822043300
activated,editor,org.jboss.tools.common.model.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1341822043418
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822043451
activated,editor,org.jboss.tools.common.model.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1341822046215
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1341822046258
closed,editor,org.jboss.tools.common.model.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1341822046258
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1341822070680
started,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1341822072805
executed,command,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.antShortcut.run",1341822072809
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1341822072826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822077361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822086999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822087172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822102144
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1341822106747
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1341822122349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822140102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822141705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822145442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822149182
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1341822152854
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822156805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822156907
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822156921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822158035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822159090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822159529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822160335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822161142
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822162333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822162479
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822162496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822164248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822165274
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822165659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822166058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822166357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822166700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822167358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822167836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822168215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341822168896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822171600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822192106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341822204469
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1341822212354
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1341822214085
executed,command,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.antShortcut.run",1341822216201
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1341822216205
executed,command,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.antShortcut.run",1341822219858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822223489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822229431
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822231863
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1341822234654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822237350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822279539
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822279667
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822279762
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341822279779
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341822281179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341822286012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822287892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822343270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341822345528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341822347850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341830016235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341830018784
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341830019938
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1341830020656
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1341830020657
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1341830020657
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1341830020658
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1341830020658
stopped,bundle,org.jboss.tools.maven.cdi,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.cdi",1341830020658
stopped,bundle,org.jboss.tools.maven.hibernate,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.hibernate",1341830020658
stopped,bundle,org.jboss.tools.maven.jaxrs,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.jaxrs",1341830020658
stopped,bundle,org.jboss.tools.maven.jbosspackaging,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.jbosspackaging",1341830020658
stopped,bundle,org.jboss.tools.maven.jpa,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.jpa",1341830020658
stopped,bundle,org.jboss.tools.maven.seam,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.seam",1341830020658
stopped,bundle,org.jboss.tools.maven.jsf,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.jsf",1341830020658
stopped,bundle,org.jboss.tools.maven.portlet,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.portlet",1341830020658
stopped,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.project.examples",1341830020658
stopped,bundle,org.jboss.tools.maven.ui,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.ui",1341830020658
stopped,bundle,org.jboss.tools.maven.core,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.core",1341830020659
stopped,bundle,org.jboss.tools.maven.sourcelookup.ui,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.sourcelookup.ui",1341830020659
stopped,bundle,org.jboss.tools.maven.sourcelookup.core,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.sourcelookup.core",1341830020659
stopped,bundle,org.maven.ide.eclipse.wtp,0.15.2.20120306-2040,"org.maven.ide.eclipse.wtp",1341830020659
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1341830020659
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1341830020659
stopped,bundle,org.jboss.tools.maven.profiles.ui,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.profiles.ui",1341830020659
stopped,bundle,org.jboss.tools.openshift.express.ui,2.3.0.v20120605-1930-H121-CR1,"org.jboss.tools.openshift.express.ui",1341830020659
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1341830020659
stopped,bundle,org.jboss.tools.forge.ui,1.0.0.v20120604-2024-H92-CR1,"org.jboss.tools.forge.ui",1341830020659
stopped,bundle,org.jboss.tools.maven.profiles.core,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.profiles.core",1341830020659
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1341830020660
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1341830020660
stopped,bundle,org.hibernate.eclipse.jdt.apt.ui,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.jdt.apt.ui",1341830020660
stopped,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.jdt.ui",1341830020660
stopped,bundle,org.hibernate.eclipse.mapper,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.mapper",1341830020660
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate.jpt.ui",1341830020661
stopped,bundle,org.jboss.tools.hibernate.jpt.core,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate.jpt.core",1341830020661
stopped,bundle,org.jboss.tools.hibernate.ui,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate.ui",1341830020661
stopped,bundle,org.jboss.tools.hibernate3_5,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate3_5",1341830020661
stopped,bundle,org.jboss.tools.hibernate3_6,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate3_6",1341830020661
stopped,bundle,org.jboss.tools.hibernate4_0,3.4.0.v20120604-2038-H91-CR1,"org.jboss.tools.hibernate4_0",1341830020662
stopped,bundle,org.jboss.tools.seam.ui,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.ui",1341830020662
stopped,bundle,org.hibernate.eclipse.console,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.console",1341830020662
stopped,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.ui.mbeans",1341830020662
stopped,bundle,org.jboss.ide.eclipse.as.classpath.ui,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.classpath.ui",1341830020662
stopped,bundle,org.jboss.tools.portlet.ui,1.2.0.v20120605-0024-H90-CR1,"org.jboss.tools.portlet.ui",1341830020662
stopped,bundle,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central",1341830020662
stopped,bundle,org.jboss.tools.project.examples.cheatsheet,1.2.1.v20120605-0038-H105-CR1,"org.jboss.tools.project.examples.cheatsheet",1341830020662
stopped,bundle,org.jboss.tools.project.examples,1.2.1.v20120605-0038-H105-CR1,"org.jboss.tools.project.examples",1341830020662
stopped,bundle,org.jboss.tools.portlet.core,1.2.0.v20120605-0024-H90-CR1,"org.jboss.tools.portlet.core",1341830020662
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.creation.ui",1341830020663
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.ui",1341830020663
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.creation.core",1341830020663
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20120605-1934-H134-CR1,"org.jboss.tools.ws.core",1341830020663
stopped,bundle,org.jboss.ide.eclipse.as.classpath.core,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.classpath.core",1341830020664
stopped,bundle,org.jboss.ide.eclipse.as.rse.ui,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.rse.ui",1341830020664
